component_1,component_2,Deontological_corr,Utilitarian_corr,correlation_diff,abs_diff,pathway_type
L23_MLP,L3_MLP,0.6637107069172207,-0.13304923966252208,0.7967599465797428,0.7967599465797428,other
L17_MLP,L21_ATTN,-0.7164044262324472,0.07973704094456671,-0.7961414671770138,0.7961414671770138,late_stage
L12_MLP,L13_ATTN,0.3511938595355594,-0.44197770598663055,0.79317156552219,0.79317156552219,adjacent_layer
L13_MLP,L16_ATTN,0.36603970126986907,-0.4259657862840768,0.7920054875539458,0.7920054875539458,other
L18_MLP,L22_MLP,0.43514899895511105,-0.3550391163978061,0.7901881153529171,0.7901881153529171,late_stage
L17_MLP,L20_ATTN,-0.5091268857687579,0.2794057554676639,-0.7885326412364217,0.7885326412364217,late_stage
L18_ATTN,L5_MLP,-0.848696281530114,-0.06104806690638864,-0.7876482146237254,0.7876482146237254,other
L10_ATTN,L19_ATTN,0.5241825207445141,-0.2547944516476143,0.7789769723921284,0.7789769723921284,other
L16_ATTN,L4_MLP,0.373846989603475,-0.4028961880506313,0.7767431776541063,0.7767431776541063,other
L10_ATTN,L15_ATTN,-0.37532419173900833,0.3977999665738333,-0.7731241583128416,0.7731241583128416,other
L18_ATTN,L24_MLP,0.48506307685209976,-0.27906778676770005,0.7641308636197999,0.7641308636197999,late_stage
L17_MLP,L18_ATTN,-0.0035893411911109615,0.758334592030861,-0.7619239332219719,0.7619239332219719,adjacent_layer
L13_ATTN,L16_ATTN,0.012968631316693187,-0.7473608637573819,0.7603294950740751,0.7603294950740751,other
L18_MLP,L1_MLP,-0.3687096801405094,0.3853604806529747,-0.7540701607934841,0.7540701607934841,other
L12_ATTN,L15_ATTN,-0.4047162401189113,0.3487188607206496,-0.7534351008395609,0.7534351008395609,other
L13_ATTN,L19_MLP,0.4652316552043124,-0.28464244461256466,0.7498740998168771,0.7498740998168771,other
L14_ATTN,L7_MLP,0.04756810774306201,-0.7001451460173482,0.7477132537604102,0.7477132537604102,other
L18_MLP,L19_ATTN,-0.11084042751316588,0.6329890622577234,-0.7438294897708894,0.7438294897708894,adjacent_layer
L20_ATTN,L4_MLP,0.2179673163972896,-0.5250881889116652,0.7430555053089548,0.7430555053089548,other
L18_MLP,L21_MLP,0.3496367713321097,-0.38770115165953434,0.737337922991644,0.737337922991644,late_stage
L19_MLP,L3_MLP,0.16649012297787957,-0.569772834918473,0.7362629578963525,0.7362629578963525,other
L1_MLP,L8_ATTN,-0.1876078175350922,-0.9232481567689638,0.7356403392338715,0.7356403392338715,other
L1_MLP,L4_ATTN,0.24181743965141606,0.9728723692610897,-0.7310549296096736,0.7310549296096736,other
L18_MLP,L4_MLP,0.7063023833564597,-0.023429084952382218,0.7297314683088418,0.7297314683088418,other
L18_ATTN,L9_MLP,0.6883085209501837,-0.040868244730727935,0.7291767656809116,0.7291767656809116,other
L4_MLP,L9_MLP,0.5572252249912943,-0.17051920704197912,0.7277444320332734,0.7277444320332734,other
L10_MLP,L1_MLP,-0.1302132167294101,-0.8563629290046739,0.7261497122752638,0.7261497122752638,other
L11_ATTN,L21_MLP,0.3376965879876463,-0.3860618339775096,0.7237584219651558,0.7237584219651558,other
L18_MLP,L23_MLP,0.426116960092361,-0.2954714202698462,0.7215883803622072,0.7215883803622072,late_stage
L12_MLP,L14_MLP,0.7823763670948339,0.06323452951182129,0.7191418375830126,0.7191418375830126,other
L0_ATTN,L5_MLP,-0.008584877065816227,-0.7247040667983327,0.7161191897325164,0.7161191897325164,other
L18_MLP,L24_MLP,0.31988183154051086,-0.3961616227442592,0.71604345428477,0.71604345428477,late_stage
L16_ATTN,L23_ATTN,0.09006980236013944,0.805357718485285,-0.7152879161251456,0.7152879161251456,late_stage
L22_ATTN,L3_ATTN,0.3622875197611857,-0.35274759517879467,0.7150351149399803,0.7150351149399803,other
L13_ATTN,L7_MLP,0.4027614326932613,-0.3063661186649489,0.7091275513582103,0.7091275513582103,other
L20_MLP,L5_MLP,0.29310582120745055,-0.41565529466354784,0.7087611158709983,0.7087611158709983,other
L12_MLP,L1_MLP,0.31393747156971963,-0.39433171459552596,0.7082691861652456,0.7082691861652456,other
L10_ATTN,L18_ATTN,0.8593620977494578,0.15281064744654393,0.7065514503029139,0.7065514503029139,other
L14_MLP,L6_MLP,0.5424286767034631,-0.16270194437475508,0.7051306210782181,0.7051306210782181,other
L1_MLP,L5_MLP,-0.13476102374993335,-0.8394702637537591,0.7047092400038257,0.7047092400038257,other
L1_MLP,L2_ATTN,-0.12520330102476615,-0.8286707904650419,0.7034674894402757,0.7034674894402757,adjacent_layer
L15_ATTN,L18_MLP,-0.1321450191193832,0.5713159997130653,-0.7034610188324486,0.7034610188324486,other
L1_MLP,L6_ATTN,-0.26952615684153325,-0.9658070926144591,0.6962809357729258,0.6962809357729258,other
L4_MLP,L7_MLP,0.42977779974102004,-0.26633428943830506,0.6961120891793251,0.6961120891793251,other
L18_MLP,L3_MLP,0.24171354027411515,-0.4508194578616464,0.6925329981357615,0.6925329981357615,other
L24_MLP,L3_ATTN,0.35577373813062024,-0.335764619954352,0.6915383580849722,0.6915383580849722,other
L23_ATTN,L3_ATTN,0.49875126655438085,-0.19238799428430042,0.6911392608386813,0.6911392608386813,other
L1_MLP,L21_ATTN,0.14857465793078908,-0.5423566715509874,0.6909313294817765,0.6909313294817765,early_to_late
L18_MLP,L9_MLP,0.5173702310539738,-0.17332380832668864,0.6906940393806624,0.6906940393806624,other
L12_ATTN,L3_ATTN,0.7058171999011456,0.0238419598860289,0.6819752400151167,0.6819752400151167,other
L17_ATTN,L4_MLP,-0.0475107236840161,-0.7292551112457917,0.6817443875617756,0.6817443875617756,other
L0_ATTN,L15_MLP,-0.06003693203059152,0.6143780059171201,-0.6744149379477116,0.6744149379477116,other
L25_ATTN,L9_MLP,-0.501163869833632,0.1728710132986085,-0.6740348831322405,0.6740348831322405,other
L19_ATTN,L9_MLP,0.32332536383044774,-0.3498344745790576,0.6731598384095053,0.6731598384095053,other
L23_MLP,L3_ATTN,0.36026987032317814,-0.31234313624869864,0.6726130065718767,0.6726130065718767,other
L21_MLP,L7_ATTN,-0.6736943711525908,-0.0020685203192261376,-0.6716258508333647,0.6716258508333647,other
L14_MLP,L16_ATTN,0.2161602016657229,-0.45531148796105725,0.6714716896267802,0.6714716896267802,other
L12_MLP,L17_MLP,-0.5038527918318347,0.16747906820992683,-0.6713318600417616,0.6713318600417616,other
L12_ATTN,L19_ATTN,0.5330633411802601,-0.13792362984925335,0.6709869710295134,0.6709869710295134,other
L11_ATTN,L1_MLP,0.19530115166740059,-0.4723160756844961,0.6676172273518967,0.6676172273518967,other
L17_MLP,L24_MLP,-0.5909878873369847,0.07472658748712147,-0.6657144748241062,0.6657144748241062,late_stage
L12_MLP,L17_ATTN,-0.18960389527272,0.47479079381112554,-0.6643946890838456,0.6643946890838456,other
L18_MLP,L20_ATTN,0.45748643462148886,-0.20522187858988744,0.6627083132113762,0.6627083132113762,late_stage
L10_MLP,L19_ATTN,0.686895400439577,0.025324258673853253,0.6615711417657237,0.6615711417657237,other
L18_MLP,L25_ATTN,-0.7008919893190872,-0.04175538239484942,-0.6591366069242378,0.6591366069242378,late_stage
L18_ATTN,L21_MLP,-0.0075520965023035125,-0.6645309991291183,0.6569789026268148,0.6569789026268148,late_stage
L21_ATTN,L5_MLP,0.06323323176591396,0.7189725234562808,-0.6557392916903668,0.6557392916903668,other
L0_ATTN,L11_ATTN,0.06765442974760136,-0.5879192892348419,0.6555737189824433,0.6555737189824433,other
L1_MLP,L25_ATTN,0.12708795214968924,-0.5269430253906349,0.6540309775403241,0.6540309775403241,early_to_late
L15_ATTN,L1_ATTN,-0.27742787806110836,-0.9314531589152285,0.6540252808541202,0.6540252808541202,other
L18_MLP,L22_ATTN,0.29165827490214885,-0.3614594084333726,0.6531176833355214,0.6531176833355214,late_stage
L11_ATTN,L15_MLP,-0.779283836218612,-0.12875344945553907,-0.650530386763073,0.650530386763073,other
L3_ATTN,L6_MLP,-0.4499721785612959,0.19850200782552152,-0.6484741863868174,0.6484741863868174,other
L1_MLP,L6_MLP,-0.15015905364383125,-0.7985566993373452,0.6483976456935139,0.6483976456935139,other
L12_ATTN,L3_MLP,0.24035846059821497,-0.407599665785648,0.647958126383863,0.647958126383863,other
L20_ATTN,L3_ATTN,0.46192295995579397,-0.18059690271853904,0.642519862674333,0.642519862674333,other
L13_MLP,L20_MLP,0.43243024089859955,-0.2090651003393173,0.6414953412379168,0.6414953412379168,other
L10_ATTN,L17_MLP,-0.13377648571517808,0.5057302420473804,-0.6395067277625585,0.6395067277625585,other
L15_MLP,L19_ATTN,-0.8068472600358797,-0.16816145338202995,-0.6386858066538498,0.6386858066538498,other
L21_MLP,L9_ATTN,0.21937668267630828,-0.41769412363338804,0.6370708063096964,0.6370708063096964,other
L17_ATTN,L5_MLP,-0.47446491265950463,0.16079772134237205,-0.6352626340018767,0.6352626340018767,other
L19_ATTN,L24_ATTN,0.8189295865591939,0.18395625816572705,0.6349733283934669,0.6349733283934669,late_stage
L18_ATTN,L22_ATTN,0.5168805983073689,-0.11741122536813861,0.6342918236755075,0.6342918236755075,late_stage
L21_MLP,L25_ATTN,0.11504547750774743,-0.5190122725965793,0.6340577501043267,0.6340577501043267,late_stage
L14_ATTN,L18_ATTN,-0.0912749623756935,0.5427073102520993,-0.6339822726277928,0.6339822726277928,other
L18_MLP,L7_MLP,0.18139619974422083,-0.4520284259716405,0.6334246257158613,0.6334246257158613,other
L19_MLP,L24_MLP,0.1050624476534675,0.7375945007552638,-0.6325320531017963,0.6325320531017963,late_stage
L21_ATTN,L25_ATTN,0.24119360425811193,0.8730917979786164,-0.6318981937205044,0.6318981937205044,late_stage
L20_MLP,L25_MLP,-0.4698529613106308,0.1617102378025807,-0.6315631991132116,0.6315631991132116,late_stage
L22_MLP,L4_MLP,0.34382234972097053,-0.28685003604167925,0.6306723857626497,0.6306723857626497,other
L15_ATTN,L1_MLP,0.2686647704702061,0.8969695648058478,-0.6283047943356417,0.6283047943356417,other
L24_ATTN,L3_ATTN,0.5292471960867846,-0.0989586253892094,0.628205821475994,0.628205821475994,other
L17_MLP,L25_ATTN,-0.2812264559803308,0.33875605435230827,-0.6199825103326391,0.6199825103326391,late_stage
L21_MLP,L2_ATTN,0.18554800460620505,-0.43359927353645095,0.619147278142656,0.619147278142656,other
L18_ATTN,L23_MLP,0.4508172062905413,-0.16628717997347034,0.6171043862640117,0.6171043862640117,late_stage
L25_MLP,L7_MLP,0.010659026821675563,0.6271787486998811,-0.6165197218782056,0.6165197218782056,other
L0_MLP,L14_MLP,-0.7776802677454717,-0.16166463443487922,-0.6160156333105925,0.6160156333105925,other
L0_MLP,L19_MLP,-0.13158783285184417,0.4842635657011779,-0.6158513985530221,0.6158513985530221,early_to_late
L15_ATTN,L23_MLP,-0.6921086539963768,-0.07851969740240043,-0.6135889565939764,0.6135889565939764,other
L12_ATTN,L18_ATTN,0.8917670205080371,0.27871511043881675,0.6130519100692204,0.6130519100692204,other
L25_MLP,L9_MLP,0.02022394686373414,0.6331339796352362,-0.612910032771502,0.612910032771502,other
L12_ATTN,L19_MLP,-0.09951332450612221,0.51329275143,-0.6128060759361222,0.6128060759361222,other
L1_MLP,L3_MLP,-0.15319791134871302,-0.7653817879122059,0.6121838765634928,0.6121838765634928,other
L1_ATTN,L21_ATTN,0.07370325284200635,0.6857317822111316,-0.6120285293691252,0.6120285293691252,early_to_late
L11_ATTN,L3_ATTN,-0.0041809796993727555,-0.614268790801603,0.6100878111022303,0.6100878111022303,other
L24_MLP,L7_MLP,-0.03767840064091813,0.5716678410381025,-0.6093462416790206,0.6093462416790206,other
L20_ATTN,L20_MLP,-0.4481786599306061,0.16036142617895688,-0.608540086109563,0.608540086109563,intra_layer
L12_MLP,L18_ATTN,-0.44629156619976335,0.16042519562418875,-0.6067167618239521,0.6067167618239521,other
L19_ATTN,L21_ATTN,0.8860180555480193,0.28072265847871636,0.6052953970693029,0.6052953970693029,late_stage
L18_ATTN,L20_ATTN,0.5316425160995301,-0.07358881987074842,0.6052313359702785,0.6052313359702785,late_stage
L16_MLP,L20_MLP,-0.3543113376337949,0.2496779839542227,-0.6039893215880177,0.6039893215880177,late_stage
L16_ATTN,L17_MLP,-0.47479719764701306,0.1276173333560192,-0.6024145310030322,0.6024145310030322,adjacent_layer
L22_MLP,L3_ATTN,0.24991446424488417,-0.352447956949892,0.6023624211947762,0.6023624211947762,other
L1_ATTN,L20_MLP,0.14702175436517734,-0.4550097108541052,0.6020314652192825,0.6020314652192825,early_to_late
L15_ATTN,L17_ATTN,-0.47893103471176435,0.12196847337947032,-0.6008995080912347,0.6008995080912347,other
L20_ATTN,L25_ATTN,-0.043991950991787376,0.5544808889644359,-0.5984728399562234,0.5984728399562234,late_stage
L13_ATTN,L17_MLP,0.021829011846528912,-0.5745802929246734,0.5964093047712022,0.5964093047712022,other
L20_MLP,L3_MLP,0.022902216729634092,-0.5730742845695885,0.5959765012992226,0.5959765012992226,other
L18_ATTN,L22_MLP,0.321641401646253,-0.2727753202274171,0.59441672187367,0.59441672187367,late_stage
L20_MLP,L5_ATTN,0.16188777041189528,-0.43245704050430184,0.5943448109161971,0.5943448109161971,other
L15_ATTN,L24_ATTN,-0.5764019614980485,0.017284475902268337,-0.5936864374003168,0.5936864374003168,other
L12_ATTN,L12_MLP,-0.36769598110919943,0.2253581236186144,-0.5930541047278138,0.5930541047278138,intra_layer
L12_ATTN,L16_ATTN,0.05810338555007244,0.6480251529991964,-0.589921767449124,0.589921767449124,other
L19_ATTN,L7_MLP,0.2668330774517814,-0.31881625080168774,0.5856493282534692,0.5856493282534692,other
L16_ATTN,L9_MLP,0.1725621624245188,0.7564562250846447,-0.5838940626601259,0.5838940626601259,other
L16_ATTN,L19_MLP,-0.2301315025111309,0.3519619443317581,-0.582093446842889,0.582093446842889,late_stage
L20_MLP,L6_MLP,0.08047369260892212,-0.49820703680226575,0.5786807294111879,0.5786807294111879,other
L0_ATTN,L16_MLP,-0.038062535611023136,0.5394971380416057,-0.5775596736526288,0.5775596736526288,early_to_late
L13_MLP,L21_MLP,0.3347843461175633,-0.23959217075736303,0.5743765168749263,0.5743765168749263,other
L16_MLP,L3_MLP,-0.0859509176677298,-0.6587246619747481,0.5727737443070183,0.5727737443070183,other
L10_MLP,L7_MLP,0.23312588784650856,0.8043242683214377,-0.5711983804749291,0.5711983804749291,other
L8_MLP,L9_MLP,-0.5495991730790036,0.019674348589036172,-0.5692735216680398,0.5692735216680398,adjacent_layer
L16_ATTN,L4_ATTN,-0.4920397576740815,0.07400366504868165,-0.5660434227227631,0.5660434227227631,other
L0_MLP,L15_ATTN,0.33712980431827455,0.9023544689213386,-0.5652246646030641,0.5652246646030641,other
L23_MLP,L4_MLP,0.2115133109924044,-0.3518384282683129,0.5633517392607172,0.5633517392607172,other
L15_ATTN,L21_MLP,-0.493924077825208,0.06881850010516583,-0.5627425779303739,0.5627425779303739,other
L21_ATTN,L3_ATTN,0.3036230128108973,-0.2590165193220206,0.5626395321329178,0.5626395321329178,other
L14_MLP,L1_ATTN,0.5902274975720331,0.027653800167216747,0.5625736974048163,0.5625736974048163,other
L21_ATTN,L2_ATTN,0.09351071450150204,0.6556574246815955,-0.5621467101800934,0.5621467101800934,other
L13_ATTN,L22_MLP,-0.11007680149560253,-0.6700810528040273,0.5600042513084248,0.5600042513084248,other
L10_MLP,L14_MLP,0.3474295370754225,-0.21115086458291388,0.5585804016583364,0.5585804016583364,other
L17_ATTN,L2_ATTN,-0.41671498676727836,0.13956547437544495,-0.5562804611427233,0.5562804611427233,other
L14_MLP,L1_MLP,0.37116299411137754,-0.18482540475311685,0.5559883988644944,0.5559883988644944,other
L13_ATTN,L19_ATTN,-0.5434194214885497,0.011164208697273498,-0.5545836301858232,0.5545836301858232,other
L12_MLP,L6_MLP,0.5915619001799108,0.03863591698031385,0.552925983199597,0.552925983199597,other
L15_ATTN,L24_MLP,-0.7510414635972411,-0.1981563631540334,-0.5528851004432077,0.5528851004432077,other
L20_MLP,L23_MLP,-0.0670824299003569,0.4853674993840373,-0.5524499292843942,0.5524499292843942,late_stage
L14_ATTN,L1_ATTN,-0.03090405925861632,-0.5831916711417072,0.552287611883091,0.552287611883091,other
L3_MLP,L5_MLP,0.1737607487454623,0.7256767959297827,-0.5519160471843204,0.5519160471843204,other
L10_ATTN,L19_MLP,-0.1758272050727545,0.37402210494657484,-0.5498493100193294,0.5498493100193294,other
L0_ATTN,L21_MLP,-0.27394576715136576,0.27501703611479944,-0.5489628032661652,0.5489628032661652,early_to_late
L13_MLP,L23_MLP,-0.032893314972456025,-0.5805097563208986,0.5476164413484426,0.5476164413484426,other
L14_MLP,L8_ATTN,0.4541335632420498,-0.09347373291673511,0.5476072961587849,0.5476072961587849,other
L21_MLP,L8_ATTN,0.2760008447407772,-0.2703296188641091,0.5463304636048862,0.5463304636048862,other
L13_MLP,L1_MLP,-0.22661409435287105,-0.7722522721128164,0.5456381777599454,0.5456381777599454,other
L18_ATTN,L25_ATTN,-0.3104238489167737,0.23513881274999052,-0.5455626616667643,0.5455626616667643,late_stage
L11_ATTN,L6_MLP,0.5833403551129377,0.03830257044115645,0.5450377846717812,0.5450377846717812,other
L18_MLP,L19_MLP,0.3809318723013829,-0.16226321651395614,0.5431950888153391,0.5431950888153391,adjacent_layer
L13_MLP,L25_ATTN,0.5956505544984149,0.05249790955382635,0.5431526449445885,0.5431526449445885,other
L15_MLP,L19_MLP,0.5032115898843579,-0.03915066256544412,0.542362252449802,0.542362252449802,other
L16_ATTN,L24_ATTN,0.27667083350029364,0.8168920713890431,-0.5402212378887494,0.5402212378887494,late_stage
L25_ATTN,L3_MLP,0.034332475777034896,0.5742614184859116,-0.5399289427088767,0.5399289427088767,other
L15_ATTN,L5_ATTN,-0.3885399751076426,-0.9269499031346367,0.5384099280269941,0.5384099280269941,other
L17_ATTN,L3_ATTN,0.7372799353429847,0.1992354765583363,0.5380444587846485,0.5380444587846485,other
L12_MLP,L13_MLP,0.5584226020137811,0.020659899721562063,0.5377627022922191,0.5377627022922191,adjacent_layer
L11_ATTN,L19_ATTN,0.713112301336187,0.17566774146158495,0.537444559874602,0.537444559874602,other
L20_MLP,L22_MLP,0.12298502217883436,0.6598157527862237,-0.5368307306073894,0.5368307306073894,late_stage
L12_ATTN,L1_MLP,0.08437901846063596,0.6203126781593118,-0.5359336596986758,0.5359336596986758,other
L18_ATTN,L4_ATTN,0.8049093033834686,0.27204093257462997,0.5328683708088386,0.5328683708088386,other
L20_MLP,L2_MLP,0.02967943125022109,-0.5024750471504306,0.5321544784006517,0.5321544784006517,other
L22_ATTN,L25_ATTN,0.1020713095447851,0.6317878667825152,-0.52971655723773,0.52971655723773,late_stage
L15_ATTN,L2_MLP,-0.3683857561529547,-0.8969695648058477,0.5285838086528929,0.5285838086528929,other
L10_ATTN,L3_ATTN,0.7229922028215694,0.19495011737422646,0.5280420854473429,0.5280420854473429,other
L21_MLP,L5_ATTN,0.2605399902481771,-0.26743777572849325,0.5279777659766703,0.5279777659766703,other
L14_ATTN,L3_MLP,-0.7633510112117803,-0.23992160660135203,-0.5234294046104282,0.5234294046104282,other
L23_ATTN,L25_ATTN,0.19889061036581593,0.7218251518748604,-0.5229345415090445,0.5229345415090445,late_stage
L0_MLP,L3_ATTN,0.6616167640139131,0.14130434782608703,0.5203124161878261,0.5203124161878261,other
L15_ATTN,L18_ATTN,-0.04091912707830273,0.4770795984834581,-0.5179987255617609,0.5179987255617609,other
L0_ATTN,L3_ATTN,0.05567022142689035,0.5727372436908212,-0.5170670222639309,0.5170670222639309,other
L14_MLP,L7_MLP,0.27129775147293916,-0.24196088111227224,0.5132586325852114,0.5132586325852114,other
L21_ATTN,L22_MLP,0.8689320584093284,0.35620365050751324,0.5127284079018152,0.5127284079018152,adjacent_layer
L21_MLP,L2_MLP,0.16321381308512062,-0.3494783291323977,0.5126921422175184,0.5126921422175184,other
L18_ATTN,L19_ATTN,0.2747582949091032,0.7873342172035463,-0.5125759222944432,0.5125759222944432,adjacent_layer
L14_MLP,L21_ATTN,0.16725174813571608,-0.345065091915887,0.5123168400516032,0.5123168400516032,other
L14_MLP,L24_ATTN,-0.1932478922265243,-0.7045424070215925,0.5112945147950683,0.5112945147950683,other
L25_MLP,L3_MLP,0.5408839729512657,0.029741368032254033,0.5111426049190116,0.5111426049190116,other
L1_ATTN,L21_MLP,0.2753640632857306,-0.23569399509993985,0.5110580583856704,0.5110580583856704,early_to_late
L13_ATTN,L3_ATTN,-0.5755178585174973,-0.06449270692541978,-0.5110251515920775,0.5110251515920775,other
L14_ATTN,L15_MLP,0.5759103485245713,0.06550242563436535,0.510407922890206,0.510407922890206,adjacent_layer
L15_ATTN,L5_MLP,-0.31519159568010346,-0.8254607545445771,0.5102691588644737,0.5102691588644737,other
L13_MLP,L22_MLP,0.017838001449587866,-0.49226412634707917,0.5101021277966671,0.5101021277966671,other
L0_ATTN,L22_ATTN,0.12255411876885666,-0.3858357402170561,0.5083898589859127,0.5083898589859127,early_to_late
L15_ATTN,L3_ATTN,-0.13536395906255927,0.3698759902311228,-0.5052399492936821,0.5052399492936821,other
L2_MLP,L3_MLP,0.26074180875004316,0.7653817879122061,-0.504639979162163,0.504639979162163,adjacent_layer
L18_ATTN,L4_MLP,0.048854658421728245,-0.45454551045074615,0.5034001688724744,0.5034001688724744,other
L14_ATTN,L20_MLP,0.2617709100186892,-0.2412942618938094,0.5030651719124986,0.5030651719124986,other
L17_MLP,L18_MLP,0.12003017068628861,0.6214395452786636,-0.501409374592375,0.501409374592375,adjacent_layer
L14_MLP,L5_ATTN,0.6896446224405405,0.18887673661240745,0.500767885828133,0.500767885828133,other
L14_ATTN,L3_ATTN,-0.181673929193523,0.3183644137137884,-0.5000383429073114,0.5000383429073114,other
