model_id,probe_type,layer,train_accuracy,test_accuracy,train_r2,test_r2,train_mse,test_mse,n_train_samples,n_test_samples,coef_norm,intercept
PT3_COREUt,payoff,11,0.0,0.0,0.9961834042787245,0.9245496953547274,0.008549174415657034,0.1690086824054106,10,5,1.081155776977539,-2.763124942779541
PT3_COREUt,betrayal,12,1.0,0.6,0.0,0.0,0.0,0.0,10,5,1.28932788388155,-0.0001288796075449961
PT3_COREUt,payoff,12,0.0,0.0,0.9964365041412455,0.9546193569555287,0.007982230723609974,0.10165264041961564,10,5,1.033515214920044,10.260560989379883
PT3_COREUt,betrayal,13,1.0,1.0,0.0,0.0,0.0,0.0,10,5,0.9719216589289658,-0.00029106857577016897
PT3_COREUt,payoff,13,0.0,0.0,0.9994765221237613,0.9924014602686994,0.0011725904427748902,0.017020728998113556,10,5,0.6465792059898376,-7.7291436195373535
PT3_COREUt,betrayal,14,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.7303242418185855,-0.0011934323083861481
PT3_COREUt,payoff,14,0.0,0.0,0.9998559424657836,0.8707017416037144,0.000322688876644861,0.28962809880767965,10,5,0.4664767384529114,-2.3578643798828125
PT3_COREUt,betrayal,15,1.0,0.6,0.0,0.0,0.0,0.0,10,5,0.7225894035659332,0.00026182931555502595
PT3_COREUt,payoff,15,0.0,0.0,0.9999240116172976,0.8988749826240304,0.00017021397725329733,0.22652003892217182,10,5,0.39481794834136963,-15.758123397827148
PT3_COREUt,betrayal,16,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6523026595803145,0.0010809529787541021
PT3_COREUt,payoff,16,0.0,0.0,0.9999841174991388,0.6853099286926992,3.55768019289826e-05,0.7049057597283536,10,5,0.278970330953598,-10.510669708251953
PT3_COREUt,betrayal,17,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6970386382403906,-0.00019365984490430388
PT3_COREUt,payoff,17,0.0,0.0,0.999979208326822,0.5890886411615129,4.657334791886569e-05,0.9204414437982109,10,5,0.2956058382987976,3.3237361907958984
PT3_COREUt,betrayal,18,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6977441832066991,-0.00013024579036981495
PT3_COREUt,payoff,18,0.0,0.0,0.9999867442426041,0.39577376039857415,2.9692896566757555e-05,1.3534667767071937,10,5,0.25999197363853455,2.0904784202575684
PT3_COREUt,betrayal,19,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.7035861575867722,-0.0002442713417312562
PT3_COREUt,payoff,19,0.0,0.0,0.9999893836581474,0.5363297499567474,2.378060574983465e-05,1.0386213600968859,10,5,0.24404214322566986,0.5445835590362549
PT3_COREUt,betrayal,20,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.708805999946225,-0.000646234927856997
PT3_COREUt,payoff,20,0.0,0.0,0.9999907537254324,0.5718735445787928,2.0711655031391275e-05,0.9590032601435041,10,5,0.23590803146362305,4.1341552734375
PT3_COREUt,betrayal,21,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6899395387768206,0.00021342479019131687
PT3_COREUt,payoff,21,0.0,0.0,0.9999919011305393,0.6036640026820257,1.8141467592158733e-05,0.8877926339922624,10,5,0.2240382581949234,2.944634437561035
PT3_COREUt,betrayal,22,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6544973030870602,-0.00023729253922716837
PT3_COREUt,payoff,22,0.0,0.0,0.9999940617469412,0.585817654873868,1.3301686851718842e-05,0.9277684530825354,10,5,0.20815245807170868,1.5258808135986328
PT3_COREUt,betrayal,23,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.6259318174959919,-0.0002722322858119675
PT3_COREUt,payoff,23,0.0,0.0,0.9999960941554608,0.6040436781349112,8.749091767867867e-06,0.8869421609777988,10,5,0.18548819422721863,2.093416452407837
PT3_COREUt,betrayal,24,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.5971825014001264,-0.00021181561065364702
PT3_COREUt,payoff,24,0.0,0.0,0.9999974341352603,0.6008459111775477,5.747537016986826e-06,0.894105158962293,10,5,0.16615256667137146,3.088472366333008
PT3_COREUt,betrayal,25,1.0,0.2,0.0,0.0,0.0,0.0,10,5,0.5270646118091972,7.196057266249301e-05
PT3_COREUt,payoff,25,0.0,0.0,0.999998621429617,0.5669597323912926,3.0879976577580235e-06,0.9700101994435044,10,5,0.14126405119895935,4.808511734008789
