component,delta_change,effect_size,action_flipped
L6H5,0.10312357411732236,0.03893408712320004,0
L12_MLP,-0.09739759793493125,0.03880513416053299,0
L0_MLP,0.0510403181642421,0.03779925780526168,0
L14H7,-0.10260309588914307,0.03598080732231848,0
L14H6,-0.10260309588914307,0.03598080732231848,0
L14H5,-0.10260309588914307,0.03598080732231848,0
L14H4,-0.10260309588914307,0.03598080732231848,0
L14H3,-0.10260309588914307,0.03598080732231848,0
L14H2,-0.10260309588914307,0.03598080732231848,0
L14H1,-0.10260309588914307,0.03598080732231848,0
L14H0,-0.10260309588914307,0.03598080732231848,0
L0H0,-0.09218598481489003,0.034092923463558834,0
L0H1,-0.09218598481489003,0.034092923463558834,0
L0H7,-0.09218598481489003,0.034092923463558834,0
L0H6,-0.09218598481489003,0.034092923463558834,0
L0H2,-0.09218598481489003,0.034092923463558834,0
L0H3,-0.09218598481489003,0.034092923463558834,0
L0H4,-0.09218598481489003,0.034092923463558834,0
L0H5,-0.09218598481489003,0.034092923463558834,0
L1_MLP,0.0895831289304607,0.032765906091923015,0
L24H0,-0.06406273212049103,0.03167646193015872,0
L24H7,-0.06406273212049103,0.03167646193015872,0
L24H6,-0.06406273212049103,0.03167646193015872,0
L24H5,-0.06406273212049103,0.03167646193015872,0
L24H3,-0.06406273212049103,0.03167646193015872,0
L24H2,-0.06406273212049103,0.03167646193015872,0
L24H1,-0.06406273212049103,0.03167646193015872,0
L24H4,-0.06406273212049103,0.03167646193015872,0
L20H0,-0.015624466587913232,0.030777381715312295,0
L20H2,-0.015624466587913232,0.030777381715312295,0
L20H3,-0.015624466587913232,0.030777381715312295,0
L20H4,-0.015624466587913232,0.030777381715312295,0
L20H5,-0.015624466587913232,0.030777381715312295,0
L20H6,-0.015624466587913232,0.030777381715312295,0
L20H7,-0.015624466587913232,0.030777381715312295,0
L20H1,-0.015624466587913232,0.030777381715312295,0
L11H2,-0.027604167340757997,0.02835881630630063,0
L11H5,-0.027604167340757997,0.02835881630630063,0
L11H4,-0.027604167340757997,0.02835881630630063,0
L11H3,-0.027604167340757997,0.02835881630630063,0
L11H1,-0.027604167340757997,0.02835881630630063,0
L11H0,-0.027604167340757997,0.02835881630630063,0
L11H6,-0.027604167340757997,0.02835881630630063,0
L11H7,-0.027604167340757997,0.02835881630630063,0
L5_MLP,0.06249848906308199,0.02463691935723775,0
L4H2,0.043230890634536404,0.023853826045136892,0
L4H3,0.043230890634536404,0.023853826045136892,0
L4H4,0.043230890634536404,0.023853826045136892,0
L4H5,0.043230890634536404,0.023853826045136892,0
L4H6,0.043230890634536404,0.023853826045136892,0
L4H7,0.043230890634536404,0.023853826045136892,0
L4H1,0.043230890634536404,0.023853826045136892,0
L4H0,0.043230890634536404,0.023853826045136892,0
L2H7,-0.06302094661186268,0.0237116837166321,0
L2H6,-0.06302094661186268,0.0237116837166321,0
L2H5,-0.06302094661186268,0.0237116837166321,0
L2H4,-0.06302094661186268,0.0237116837166321,0
L2H3,-0.06302094661186268,0.0237116837166321,0
L2H2,-0.06302094661186268,0.0237116837166321,0
L2H1,-0.06302094661186268,0.0237116837166321,0
L2H0,-0.06302094661186268,0.0237116837166321,0
L7_MLP,-0.0437493807769443,0.022900909903286137,0
L21_MLP,-0.029687124420590103,0.022617355015606685,0
L7H0,0.05260335994173095,0.020576539041361704,0
L7H4,0.05260335994173095,0.020576539041361704,0
L7H2,0.05260335994173095,0.020576539041361704,0
L7H3,0.05260335994173095,0.020576539041361704,0
L7H1,0.05260335994173095,0.020576539041361704,0
L7H5,0.05260335994173095,0.020576539041361704,0
L7H6,0.05260335994173095,0.020576539041361704,0
L7H7,0.05260335994173095,0.020576539041361704,0
L12H6,-0.03593692511533411,0.020436897264549107,0
L12H1,-0.03593692511533411,0.020436897264549107,0
L12H0,-0.03593692511533411,0.020436897264549107,0
L12H7,-0.03593692511533411,0.020436897264549107,0
L12H2,-0.03593692511533411,0.020436897264549107,0
L12H3,-0.03593692511533411,0.020436897264549107,0
L12H4,-0.03593692511533411,0.020436897264549107,0
L12H5,-0.03593692511533411,0.020436897264549107,0
L2_MLP,0.05833369470356698,0.020409651263389523,0
L9_MLP,-0.039583810725828554,0.019501560707797613,0
L8_MLP,-0.04791615059215181,0.019216023810511837,0
L9H7,-0.047916632952099705,0.018175148933021038,0
L9H6,-0.047916632952099705,0.018175148933021038,0
L9H5,-0.047916632952099705,0.018175148933021038,0
L9H4,-0.047916632952099705,0.018175148933021038,0
L9H3,-0.047916632952099705,0.018175148933021038,0
L9H2,-0.047916632952099705,0.018175148933021038,0
L9H1,-0.047916632952099705,0.018175148933021038,0
L9H0,-0.047916632952099705,0.018175148933021038,0
L3_MLP,-0.01926973544666675,0.01667380945787982,0
L4_MLP,-0.019791429103669808,0.01659015271354717,0
L6_MLP,-0.02447930474084027,0.01414927338663455,0
L10H0,-0.009894782686166318,0.011878015702092877,0
L10H1,-0.009894782686166318,0.011878015702092877,0
L10H7,-0.009894782686166318,0.011878015702092877,0
L10H6,-0.009894782686166318,0.011878015702092877,0
L10H5,-0.009894782686166318,0.011878015702092877,0
L10H4,-0.009894782686166318,0.011878015702092877,0
L10H3,-0.009894782686166318,0.011878015702092877,0
L10H2,-0.009894782686166318,0.011878015702092877,0
L3H4,-0.0031247156391943126,0.00960392025267094,0
L3H5,-0.0031247156391943126,0.00960392025267094,0
L3H7,-0.0031247156391943126,0.00960392025267094,0
L3H1,-0.0031247156391943126,0.00960392025267094,0
L3H2,-0.0031247156391943126,0.00960392025267094,0
L3H0,-0.0031247156391943126,0.00960392025267094,0
L3H3,-0.0031247156391943126,0.00960392025267094,0
L3H6,-0.0031247156391943126,0.00960392025267094,0
L13H6,-0.008334290721651438,0.00915516339334041,0
L13H5,-0.008334290721651438,0.00915516339334041,0
L13H4,-0.008334290721651438,0.00915516339334041,0
L13H3,-0.008334290721651438,0.00915516339334041,0
L13H2,-0.008334290721651438,0.00915516339334041,0
L13H0,-0.008334290721651438,0.00915516339334041,0
L13H1,-0.008334290721651438,0.00915516339334041,0
L13H7,-0.008334290721651438,0.00915516339334041,0
